WPO (BAO);Peildatum:;1-10-2016;Bijgewerkt tot:;15-10-2016;;;Actieve inschrijvingen;;;;;;;waarvan bekostigd;;;;;;;waarvan niet bekostigd;;;;;;
BRIN_NUMMER;VESTIGINGSNUMMER;NAAM_INSTELLING;GEMEENTENAAM;PROVINCIE;SWV;BEVOEGD_GEZAG_NUMMER;TOTAAL;TOTAAL_JONGER_8;TOTAAL_8_EO;TOTAAL_GEW00;TOTAAL_GEW03;TOTAAL_GEW12;TOTAAL_NOAT;TOTAAL_BEKOSTIGD;BEK_JONGER_8;BEK_8_EO;BEK_GEW00;BEK_GEW03;BEK_GEW12;BEK_NOAT;TOTAAL_NIET_BEKOSTIGD;NIETBEK_JONGER_8;NIETBEK_8_EO;NIETBEK_GEW00;NIETBEK_GEW03;NIETBEK_GEW12;NIETBEK_NOAT
05WR;0;Kievietschool;WASSENAAR;Zuid-Holland;PO2801;31019;164;51;113;164;0;0;26;164;51;113;164;0;0;26;0;0;0;0;0;0;0
05WS;0;Montessorischool;WASSENAAR;Zuid-Holland;PO2801;98255;145;75;70;145;0;0;1;145;75;70;145;0;0;1;0;0;0;0;0;0;0
05WT;0;Basisschool Oudendijk;WOUDRICHEM;Noord-Brabant;PO2816;98398;107;50;57;104;2;1;6;107;50;57;104;2;1;6;0;0;0;0;0;0;0
05WU;0;Zeister Schoolvereeniging;ZEIST;Utrecht;PO2603;98463;242;121;121;242;0;0;1;242;121;121;242;0;0;1;0;0;0;0;0;0;0
05WV;0;Zeister Vrije School;ZEIST;Utrecht;PO2603;98489;238;117;121;238;0;0;0;238;117;121;238;0;0;0;0;0;0;0;0;0;0
05WZ;0;PC Sch vr BSO Immanuel;LOPIK;Utrecht;PO2605;41439;74;29;45;64;9;1;4;74;29;45;64;9;1;4;0;0;0;0;0;0;0
05XB;0;CBS De Parel;MENTERWOLDE;Groningen;PO2001;41845;110;70;40;103;6;1;0;110;70;40;103;6;1;0;0;0;0;0;0;0;0
05XC;0;Chr Bs De Lindenborgh;STADSKANAAL;Groningen;PO2001;41358;186;90;96;140;43;3;3;186;90;96;140;43;3;3;0;0;0;0;0;0;0
05XD;0;Basisschool De Wegwijzer;SLOCHTEREN;Groningen;PO2001;41845;81;37;44;77;3;1;1;81;37;44;77;3;1;1;0;0;0;0;0;0;0
05XE;0;De Noordkaap;EEMSMOND;Groningen;PO2001;41261;178;87;91;167;11;0;4;178;87;91;167;11;0;4;0;0;0;0;0;0;0
05XF;0;Basisschool De Zaaier;VLAGTWEDDE;Groningen;PO2001;41358;165;88;77;157;7;1;2;165;88;77;157;7;1;2;0;0;0;0;0;0;0
05XH;0;Basisschool De Tarissing;LITTENSERADIEL;Friesland;PO2101;42604;32;16;16;32;0;0;0;32;16;16;32;0;0;0;0;0;0;0;0;0;0
05XI;0;Basisschool Paadwizer;SUDWEST-FRYSLAN;Friesland;PO2101;42604;62;35;27;59;3;0;0;62;35;27;59;3;0;0;0;0;0;0;0;0;0
05XQ;0;School Met De Bijbel;OVERBETUWE;Gelderland;PO0001;41827;110;56;54;103;5;2;1;110;56;54;103;5;2;1;0;0;0;0;0;0;0
05XR;0;Basisschool De Terebint;WEST MAAS EN WAAL;Gelderland;PO2507;41460;65;35;30;60;3;2;3;65;35;30;60;3;2;3;0;0;0;0;0;0;0
05XU;0;Basisschool Markvelde;HOF VAN TWENTE;Overijssel;PO2302;41785;29;7;22;29;0;0;0;29;7;22;29;0;0;0;0;0;0;0;0;0;0
05XW;0;Obs Bredeschool De Springplank;RAALTE;Overijssel;PO2305;41491;227;99;128;219;7;1;10;227;99;128;219;7;1;10;0;0;0;0;0;0;0
05XX;0;Openbare Basisschool;BRONCKHORST;Gelderland;PO2503;41371;120;45;75;105;14;1;7;120;45;75;105;14;1;7;0;0;0;0;0;0;0
05XZ;0;Basisschool De Vlieten;WESTLAND;Zuid-Holland;PO2803;41455;206;108;98;189;13;4;0;206;108;98;189;13;4;0;0;0;0;0;0;0;0
05YA;0;WereldKidz Kievitt;DE BILT;Utrecht;PO2603;41496;97;45;52;83;8;6;10;97;45;52;83;8;6;10;0;0;0;0;0;0;0
05YC;0;Basisschool De Brink;ROERMOND;Limburg;PO3102;41692;388;218;170;335;17;36;95;387;218;169;334;17;36;94;1;0;1;1;0;0;1
05YD;0;OBS K Zwartschool;BERKELLAND;Gelderland;PO2501;41413;329;146;183;292;31;6;8;329;146;183;292;31;6;8;0;0;0;0;0;0;0
05YE;0;OBS Het Bolwerk;TEYLINGEN;Zuid-Holland;PO2812;41362;230;112;118;219;5;6;4;230;112;118;219;5;6;4;0;0;0;0;0;0;0
05YK;0;Christelijke Basisschool;ZALTBOMMEL;Gelderland;PO3005;20012;181;93;88;149;29;3;1;181;93;88;149;29;3;1;0;0;0;0;0;0;0
05YL;0;Basisschool De Paadwizer;OOSTSTELLINGWERF;Friesland;PO2101;41282;51;21;30;50;1;0;0;51;21;30;50;1;0;0;0;0;0;0;0;0;0
05YP;0;Basissch Deldenerbroek;HOF VAN TWENTE;Overijssel;PO2302;41785;30;7;23;29;1;0;0;30;7;23;29;1;0;0;0;0;0;0;0;0;0
05YQ;0;Basisschool De Regenboog;STEENBERGEN;Noord-Brabant;PO3001;41778;69;26;43;65;3;1;4;69;26;43;65;3;1;4;0;0;0;0;0;0;0
05YR;0;Basisschool De Mieden;MENTERWOLDE;Groningen;PO2001;41780;55;26;29;51;4;0;0;55;26;29;51;4;0;0;0;0;0;0;0;0;0
05YS;0;Basisschool 'T Smelleken;VALKENSWAARD;Noord-Brabant;PO3009;41662;356;166;190;346;5;5;14;356;166;190;346;5;5;14;0;0;0;0;0;0;0
05YT;0;Basisschool Berg;VALKENBURG AAN DE GEUL;Limburg;PO3105;42669;233;123;110;219;5;9;7;233;123;110;219;5;9;7;0;0;0;0;0;0;0
05YW;0;RK Basisschool Den Dijk;UDEN;Noord-Brabant;PO3006;32177;144;70;74;132;10;2;3;144;70;74;132;10;2;3;0;0;0;0;0;0;0
05ZE;0;Basisschool Den Velde;HARDENBERG;Overijssel;PO2304;41630;48;20;28;47;0;1;0;48;20;28;47;0;1;0;0;0;0;0;0;0;0
05ZF;0;De Tweemaster;LISSE;Zuid-Holland;PO2812;41362;357;169;188;342;9;6;10;354;168;186;339;9;6;10;3;1;2;3;0;0;0
05ZG;0;Basisschool 'T Ravelijn;OSS;Noord-Brabant;PO3006;13674;127;55;72;121;4;2;7;127;55;72;121;4;2;7;0;0;0;0;0;0;0
05ZH;0;Basissch De Berkenhorst;STAPHORST;Overijssel;PO2203;41629;81;41;40;56;18;7;13;81;41;40;56;18;7;13;0;0;0;0;0;0;0
05ZI;0;BS de Speelwagen;MEDEMBLIK;Noord-Holland;PO2702;41421;153;92;61;142;4;7;5;153;92;61;142;4;7;5;0;0;0;0;0;0;0
05ZQ;0;De Lispeltuut;VEERE;Zeeland;PO2901;42610;79;40;39;79;0;0;0;79;40;39;79;0;0;0;0;0;0;0;0;0;0
05ZR;0;De Appelhof;DRUTEN;Gelderland;PO2507;41340;363;156;207;315;28;20;49;363;156;207;315;28;20;49;0;0;0;0;0;0;0
05ZS;0;Basisschool De Zuidwend;EEMNES;Utrecht;PO2709;41376;208;94;114;199;9;0;5;208;94;114;199;9;0;5;0;0;0;0;0;0;0
05ZT;0;Basisschool De Tichelaar;LINGEWAARD;Gelderland;PO2506;41013;222;115;107;200;5;17;28;222;115;107;200;5;17;28;0;0;0;0;0;0;0
05ZU;0;Basissch De Samensprong;HORST AAN DE MAAS;Limburg;PO3101;41398;150;62;88;140;5;5;0;150;62;88;140;5;5;0;0;0;0;0;0;0;0
05ZV;0;Basisschool De Bongerd;BRONCKHORST;Gelderland;PO2503;41371;42;13;29;42;0;0;0;42;13;29;42;0;0;0;0;0;0;0;0;0;0
05ZW;0;WereldKidz Meander;UTRECHTSE HEUVELRUG;Utrecht;PO2603;41496;193;89;104;149;10;34;61;193;89;104;149;10;34;61;0;0;0;0;0;0;0
05ZX;0;De Regenboog;SON EN BREUGEL;Noord-Brabant;PO3007;41860;100;47;53;83;4;13;9;100;47;53;83;4;13;9;0;0;0;0;0;0;0
05ZY;0;Basissch De Zandheuvel;LINGEWAAL;Gelderland;PO2816;41638;121;55;66;102;13;6;18;121;55;66;102;13;6;18;0;0;0;0;0;0;0
05ZZ;0;Daltonschool Het Ravelijn;WESTERVOORT;Gelderland;PO2504;77235;234;107;127;205;21;8;19;234;107;127;205;21;8;19;0;0;0;0;0;0;0
06AF;0;Vrije School Valentijn;HARDERWIJK;Gelderland;PO2509;77456;197;96;101;192;5;0;12;197;96;101;192;5;0;12;0;0;0;0;0;0;0
06AG;0;Maria-School;TUBBERGEN;Overijssel;PO2301;50949;135;63;72;127;7;1;0;135;63;72;127;7;1;0;0;0;0;0;0;0;0
06AI;0;Openbare Bs De Noordster;BERGEN OP ZOOM;Noord-Brabant;PO3001;41778;184;88;96;156;17;11;40;184;88;96;156;17;11;40;0;0;0;0;0;0;0
06AL;0;SWS Op Wier;WINSUM;Groningen;PO2001;13683;82;39;43;81;1;0;0;82;39;43;81;1;0;0;0;0;0;0;0;0;0
06AM;0;Basissch De Springplank;ALPHEN AAN DEN RIJN;Zuid-Holland;PO2813;41431;164;81;83;159;4;1;7;164;81;83;159;4;1;7;0;0;0;0;0;0;0
06AN;0;Nieuweschool;PEEL EN MAAS;Limburg;PO3101;47959;159;54;105;136;3;20;34;159;54;105;136;3;20;34;0;0;0;0;0;0;0
06AO;0;O D B S  Nijenstein;EEMSMOND;Groningen;PO2001;13683;62;25;37;57;5;0;0;62;25;37;57;5;0;0;0;0;0;0;0;0;0
06AP;0;Basisschool De Meridiaan;MEDEMBLIK;Noord-Holland;PO2702;41421;108;51;57;83;13;12;38;108;51;57;83;13;12;38;0;0;0;0;0;0;0
06AQ;0;SWS De Schans;NOORDENVELD;Drenthe;PO2001;11711;82;36;46;72;5;5;3;82;36;46;72;5;5;3;0;0;0;0;0;0;0
06AY;0;Obs Jan Hekman;OUDER-AMSTEL;Noord-Holland;PO2708;41580;435;206;229;432;2;1;7;434;205;229;431;2;1;7;1;1;0;1;0;0;0
06AZ;0;Basisschool Flora;KRIMPENERWAARD;Zuid-Holland;PO2814;41401;67;35;32;54;4;9;10;67;35;32;54;4;9;10;0;0;0;0;0;0;0
06BA;0;BS de Duizendpoot;SITTARD-GELEEN;Limburg;PO3104;83280;393;207;186;341;38;14;66;393;207;186;341;38;14;66;0;0;0;0;0;0;0
06BB;0;OBS De Klokkebei;BREDA;Noord-Brabant;PO3003;41869;307;161;146;305;1;1;5;307;161;146;305;1;1;5;0;0;0;0;0;0;0
06BC;0;Basisschool De Sieppe;BERG EN DAL;Gelderland;PO2507;42486;204;103;101;185;3;16;14;204;103;101;185;3;16;14;0;0;0;0;0;0;0
06BD;0;De Cocon;MOERDIJK;Noord-Brabant;PO3002;41471;55;29;26;34;10;11;0;55;29;26;34;10;11;0;0;0;0;0;0;0;0
06BE;0;Willemsschool;WESTLAND;Zuid-Holland;PO2803;41455;197;103;94;179;14;4;13;197;103;94;179;14;4;13;0;0;0;0;0;0;0
06BG;0;Basisschool Het Landje;ROTTERDAM;Zuid-Holland;PO2806;41775;612;347;265;570;18;24;196;612;347;265;570;18;24;196;0;0;0;0;0;0;0
06BH;0;obs De Dijkwerkers;MEDEMBLIK;Noord-Holland;PO2702;13662;56;23;33;52;2;2;2;56;23;33;52;2;2;2;0;0;0;0;0;0;0
06BM;0;obs De Piramide;MEDEMBLIK;Noord-Holland;PO2702;13662;102;60;42;94;4;4;4;102;60;42;94;4;4;4;0;0;0;0;0;0;0
06BO;0;Curtevenne-Basisschool;WIJDEMEREN;Noord-Holland;PO2709;41376;221;103;118;214;5;2;8;221;103;118;214;5;2;8;0;0;0;0;0;0;0
06BP;0;Basisschool De Molenberg;GROOTEGAST;Groningen;PO2001;41846;89;41;48;71;7;11;5;89;41;48;71;7;11;5;0;0;0;0;0;0;0
06BQ;0;OBS De Piramide;VUGHT;Noord-Brabant;PO3005;41633;668;363;305;646;13;9;13;668;363;305;646;13;9;13;0;0;0;0;0;0;0
06BR;0;OBS De Anwende;COEVORDEN;Drenthe;PO2304;41630;148;62;86;142;2;4;3;148;62;86;142;2;4;3;0;0;0;0;0;0;0
06BV;0;Sint Lambertusschool;EERSEL;Noord-Brabant;PO3009;77338;166;68;98;165;1;0;4;166;68;98;165;1;0;4;0;0;0;0;0;0;0
06BX;0;D W v Dam v Brakelschool;ZALTBOMMEL;Gelderland;PO3005;41633;77;29;48;61;7;9;3;77;29;48;61;7;9;3;0;0;0;0;0;0;0
06BY;0;Basisschool De Schakel;TWENTERAND;Overijssel;PO2301;41476;87;41;46;52;25;10;10;87;41;46;52;25;10;10;0;0;0;0;0;0;0
06CA;0;Basissch De Dubbelburg;KATWIJK;Zuid-Holland;PO2812;41362;466;262;204;347;20;99;76;465;262;203;347;20;98;75;1;0;1;0;0;1;1
06CI;0;Basisschool St Walfridus;BEDUM;Groningen;PO2001;45000;171;98;73;166;4;1;8;171;98;73;166;4;1;8;0;0;0;0;0;0;0
06CK;0;Basisschool Meander;BRUNSSUM;Limburg;PO3106;41516;242;120;122;174;43;25;39;241;119;122;174;43;24;38;1;1;0;0;0;1;1
06CN;0;Oosterschool;BELLINGWEDDE;Groningen;PO2001;41613;68;38;30;52;13;3;4;68;38;30;52;13;3;4;0;0;0;0;0;0;0
06CO;0;Basisschool De Regenboog;STICHTSE VECHT;Utrecht;PO2604;41844;218;87;131;198;13;7;15;218;87;131;198;13;7;15;0;0;0;0;0;0;0
06CP;0;Basisschool De Wegwijzer;AALTEN;Gelderland;PO2502;41501;95;46;49;79;8;8;15;95;46;49;79;8;8;15;0;0;0;0;0;0;0
06CQ;0;Basisschool De Driepas;ECHT-SUSTEREN;Limburg;PO3102;83280;254;115;139;186;11;57;82;252;115;137;185;11;56;81;2;0;2;1;0;1;1
06CS;0;De Wildschut;GILZE EN RIJEN;Noord-Brabant;PO3003;40971;291;142;149;214;22;55;101;283;137;146;210;21;52;93;8;5;3;4;1;3;8
06CT;0;OBS 't Palet;OOST GELRE;Gelderland;PO2502;41413;36;11;25;11;7;18;20;36;11;25;11;7;18;20;0;0;0;0;0;0;0
06CU;0;OBS Delta;BERNHEZE;Noord-Brabant;PO3006;13674;59;23;36;43;1;15;27;59;23;36;43;1;15;27;0;0;0;0;0;0;0
06CX;0;OBS De Bogerd;MAASDRIEL;Gelderland;PO3005;41633;269;128;141;254;9;6;7;269;128;141;254;9;6;7;0;0;0;0;0;0;0
06CY;0;Basisschool De Kijckert;WESTLAND;Zuid-Holland;PO2803;41455;320;171;149;295;14;11;91;320;171;149;295;14;11;91;0;0;0;0;0;0;0
06CZ;0;Basisschool De Baayaert;ROOSENDAAL;Noord-Brabant;PO3002;41471;192;101;91;190;2;0;1;192;101;91;190;2;0;1;0;0;0;0;0;0;0
06DD;0;OBS Mathenesse;WINSUM;Groningen;PO2001;13683;86;35;51;79;7;0;0;86;35;51;79;7;0;0;0;0;0;0;0;0;0
06DE;0;Basisschool 'T Wold;ZEEWOLDE;Flevoland;PO2509;41520;281;132;149;257;20;4;22;281;132;149;257;20;4;22;0;0;0;0;0;0;0
06DF;0;Basisschool Het Hof;OOST GELRE;Gelderland;PO2502;41501;134;58;76;123;5;6;11;134;58;76;123;5;6;11;0;0;0;0;0;0;0
06DG;0;Obs De Noordkaap;OLDAMBT;Groningen;PO2001;41613;147;66;81;135;11;1;1;147;66;81;135;11;1;1;0;0;0;0;0;0;0
06DH;0;OBS De Telescoop;OSS;Noord-Brabant;PO3006;13674;44;15;29;27;6;11;20;44;15;29;27;6;11;20;0;0;0;0;0;0;0
06DJ;0;Het Startblok;GOEREE-OVERFLAKKEE;Zuid-Holland;PO2811;41502;116;55;61;96;15;5;6;116;55;61;96;15;5;6;0;0;0;0;0;0;0
06DM;0;RK Bs De Berckacker;VELDHOVEN;Noord-Brabant;PO3009;77338;207;104;103;205;2;0;8;207;104;103;205;2;0;8;0;0;0;0;0;0;0
06DN;0;Ned Herv Basissch Bethel;WADDINXVEEN;Zuid-Holland;PO0001;20243;241;138;103;231;9;1;8;241;138;103;231;9;1;8;0;0;0;0;0;0;0
06DO;0;Pieter v d Plas School;WESTLAND;Zuid-Holland;PO2803;41454;367;222;145;353;4;10;35;366;221;145;352;4;10;35;1;1;0;1;0;0;0
06DV;0;Chr Basisschool De Bron;OLDEBROEK;Gelderland;PO2305;41473;249;125;124;201;33;15;8;249;125;124;201;33;15;8;0;0;0;0;0;0;0
06DW;0;Basisschool De Kiem;BERNHEZE;Noord-Brabant;PO3006;41228;121;50;71;113;6;2;5;121;50;71;113;6;2;5;0;0;0;0;0;0;0
06DX;0;Basisschool Ichthus;DE RONDE VENEN;Utrecht;PO2604;41138;103;54;49;100;3;0;1;102;53;49;99;3;0;1;1;1;0;1;0;0;0
06DY;0;Rehobothschool;ZEIST;Utrecht;PO0001;23064;99;60;39;99;0;0;1;99;60;39;99;0;0;1;0;0;0;0;0;0;0
06DZ;0;De Kerneel;NEDERWEERT;Limburg;PO3103;50819;287;160;127;274;8;5;11;285;160;125;272;8;5;11;2;0;2;2;0;0;0
06EA;0;DS J Bogermansch;SCHOUWEN-DUIVELAND;Zeeland;PO0001;23545;136;68;68;113;23;0;0;136;68;68;113;23;0;0;0;0;0;0;0;0;0
06EB;0;Basisschool Rehoboth;GRONINGEN;Groningen;PO2001;42607;101;55;46;99;2;0;0;99;53;46;97;2;0;0;2;2;0;2;0;0;0
06EC;0;GBS De Princenhof;LEEUWARDEN;Friesland;PO2101;42607;204;118;86;202;2;0;0;204;118;86;202;2;0;0;0;0;0;0;0;0;0
06ED;0;Basisschool De Wegwijzer;BORSELE;Zeeland;PO2902;41582;102;54;48;96;5;1;1;102;54;48;96;5;1;1;0;0;0;0;0;0;0
06EE;0;H Faukelius Basisschool;MIDDELBURG;Zeeland;PO0001;42724;249;132;117;245;4;0;1;249;132;117;245;4;0;1;0;0;0;0;0;0;0
06EF;0;CBS De Meidoorn;OLDEBROEK;Gelderland;PO2305;23948;233;110;123;222;8;3;6;232;110;122;221;8;3;6;1;0;1;1;0;0;0
06EH;0;Basisschool De Biekorf;GEERTRUIDENBERG;Noord-Brabant;PO3003;41978;363;221;142;337;25;1;8;363;221;142;337;25;1;8;0;0;0;0;0;0;0
06EI;0;Chr Basisschool De Brug;WAALWIJK;Noord-Brabant;PO3010;24065;103;35;68;85;13;5;4;103;35;68;85;13;5;4;0;0;0;0;0;0;0
06EJ;0;Koningsschool;WAALWIJK;Noord-Brabant;PO3010;24078;160;65;95;157;1;2;1;160;65;95;157;1;2;1;0;0;0;0;0;0;0
06EK;0;Bs Dr R J Damschool;EEMSMOND;Groningen;PO2001;41025;160;78;82;159;0;1;1;160;78;82;159;0;1;1;0;0;0;0;0;0;0
06EL;0;PC Basisschool De Ark;STEENWIJKERLAND;Overijssel;PO2203;41270;124;64;60;108;14;2;1;124;64;60;108;14;2;1;0;0;0;0;0;0;0
06EM;0;Basisschool Eben Haezer;STEENWIJKERLAND;Overijssel;PO2203;41168;122;67;55;115;6;1;0;122;67;55;115;6;1;0;0;0;0;0;0;0;0
06EN;0;Basisschool Het Baken;DELFZIJL;Groningen;PO2001;41025;62;42;20;62;0;0;0;62;42;20;62;0;0;0;0;0;0;0;0;0;0
06EO;0;GBS De Parel;ASSEN;Drenthe;PO2201;41025;224;109;115;224;0;0;0;224;109;115;224;0;0;0;0;0;0;0;0;0;0
06EP;0;Johannes Calvijnschool;MEPPEL;Drenthe;PO2203;41168;133;70;63;129;0;4;0;133;70;63;129;0;4;0;0;0;0;0;0;0;0
06EQ;0;Willem van Oranjeschool;ZALTBOMMEL;Gelderland;PO3005;42658;175;89;86;168;7;0;0;175;89;86;168;7;0;0;0;0;0;0;0;0;0
06ES;0;Eben Haezerschool;S GRAVENHAGE;Zuid-Holland;PO0001;42570;137;82;55;134;3;0;7;135;80;55;132;3;0;7;2;2;0;2;0;0;0
06ET;0;Eben Haezerschool;WESTLAND;Zuid-Holland;PO0001;42570;158;89;69;156;2;0;4;158;89;69;156;2;0;4;0;0;0;0;0;0;0
06EU;0;Chr BS de Hoeksteen;KAPELLE;Zeeland;PO2902;41582;100;37;63;99;1;0;3;100;37;63;99;1;0;3;0;0;0;0;0;0;0
06EV;0;C J van Rootselaarschool;NIJKERK;Gelderland;PO2509;41337;90;31;59;63;18;9;10;90;31;59;63;18;9;10;0;0;0;0;0;0;0
06EX;0;Basisschool De Tryetine;SUDWEST-FRYSLAN;Friesland;PO2101;42604;28;11;17;28;0;0;0;28;11;17;28;0;0;0;0;0;0;0;0;0;0
06EY;0;Geref BS De Lichtkring;TYNAARLO;Drenthe;PO2201;41025;77;42;35;73;4;0;5;77;42;35;73;4;0;5;0;0;0;0;0;0;0
06FA;0;Jacobus Koelmanschool;KRIMPEN AAN DEN IJSSEL;Zuid-Holland;PO0001;25196;186;92;94;184;2;0;2;186;92;94;184;2;0;2;0;0;0;0;0;0;0
06FB;0;De Wegwijzer;LINGEWAAL;Gelderland;PO2816;41396;75;33;42;72;2;1;1;75;33;42;72;2;1;1;0;0;0;0;0;0;0
06FF;0;Basissch De Sleutelbloem;BEVERWIJK;Noord-Holland;PO2711;26158;302;147;155;265;21;16;58;302;147;155;265;21;16;58;0;0;0;0;0;0;0
06FI;0;Eben Haezerschool;RHENEN;Utrecht;PO0001;26626;376;174;202;342;34;0;0;376;174;202;342;34;0;0;0;0;0;0;0;0;0
06FJ;0;Basissch J van Stolberg;THOLEN;Zeeland;PO0001;42724;99;51;48;98;1;0;0;99;51;48;98;1;0;0;0;0;0;0;0;0;0
06FK;0;IKC de triviant;STEIN;Limburg;PO3104;83280;273;126;147;257;8;8;20;273;126;147;257;8;8;20;0;0;0;0;0;0;0
06FM;0;De Zevensprong;BEST;Noord-Brabant;PO3007;26977;258;127;131;252;1;5;9;258;127;131;252;1;5;9;0;0;0;0;0;0;0
06FO;0;Basisschool De Rank;VIANEN;Utrecht;PO2605;41528;318;141;177;310;0;8;3;317;140;177;309;0;8;3;1;1;0;1;0;0;0
06FR;0;Speulderbrink;ERMELO;Gelderland;PO0001;27237;56;26;30;52;3;1;0;56;26;30;52;3;1;0;0;0;0;0;0;0;0
06FT;0;RK Basisschool Marcoen;OOSTERHOUT;Noord-Brabant;PO3003;40278;186;88;98;186;0;0;1;185;88;97;185;0;0;1;1;0;1;1;0;0;0
06FU;0;Basissch De Kinderarcke;KAAG EN BRAASSEM;Zuid-Holland;PO2813;40974;79;35;44;78;1;0;1;79;35;44;78;1;0;1;0;0;0;0;0;0;0
06FV;0;RK Bs De Krugerstee;EPE;Gelderland;PO2509;76806;176;89;87;151;10;15;20;176;89;87;151;10;15;20;0;0;0;0;0;0;0
06FW;0;De Startbaan;VENLO;Limburg;PO3101;41018;340;174;166;333;2;5;5;340;174;166;333;2;5;5;0;0;0;0;0;0;0
06FY;0;RK Basisschool De Bijenkorf;GOUDA;Zuid-Holland;PO2814;40765;304;143;161;286;8;10;45;303;142;161;285;8;10;45;1;1;0;1;0;0;0
06GB;0;RK Jozefschool;HILLEGOM;Zuid-Holland;PO2812;40967;208;88;120;199;8;1;44;208;88;120;199;8;1;44;0;0;0;0;0;0;0
06GC;0;RK Bs St Bernardus;HALDERBERGE;Noord-Brabant;PO3002;31017;171;77;94;164;6;1;6;171;77;94;164;6;1;6;0;0;0;0;0;0;0
06GD;0;RK BS Sunte Werfert;OVERBETUWE;Gelderland;PO2506;28147;180;72;108;170;7;3;2;180;72;108;170;7;3;2;0;0;0;0;0;0;0
06GE;0;Vrije School De Berkel;ZUTPHEN;Gelderland;PO2501;28212;240;125;115;240;0;0;0;239;124;115;239;0;0;0;1;1;0;1;0;0;0
06GH;0;RK Bs De Klinkert;HALDERBERGE;Noord-Brabant;PO3002;31017;237;135;102;208;15;14;17;237;135;102;208;15;14;17;0;0;0;0;0;0;0
06GK;0;Basisschool De Wiltzangh;AMSTERDAM;Noord-Holland;PO2707;28420;174;82;92;152;5;17;128;174;82;92;152;5;17;128;0;0;0;0;0;0;0
06GL;0;Dr Wumkesskoalle;DE FRYSKE MARREN;Friesland;PO2101;42540;181;76;105;175;2;4;10;181;76;105;175;2;4;10;0;0;0;0;0;0;0
06GN;0;Marcus-School;UTRECHT;Utrecht;PO2601;77195;479;226;253;260;32;187;299;477;224;253;259;32;186;298;2;2;0;1;0;1;1
06GP;0;Basisschool Antonius;AALSMEER;Noord-Holland;PO2708;28849;738;392;346;673;62;3;36;738;392;346;673;62;3;36;0;0;0;0;0;0;0
06GR;0;Rk Bs De Cramignon;EIJSDEN-MARGRATEN;Limburg;PO3105;42669;211;99;112;203;1;7;14;211;99;112;203;1;7;14;0;0;0;0;0;0;0
06GS;0;K B S De Plataan;MEPPEL;Drenthe;PO2203;40888;93;53;40;88;3;2;1;93;53;40;88;3;2;1;0;0;0;0;0;0;0
06GU;0;GBS Fontanusschool;HARDERWIJK;Gelderland;PO2509;40945;182;96;86;182;0;0;0;182;96;86;182;0;0;0;0;0;0;0;0;0;0
06GV;0;Johannes Calvijnschool;AMERSFOORT;Utrecht;PO0001;41534;113;60;53;112;1;0;1;113;60;53;112;1;0;1;0;0;0;0;0;0;0
06GW;0;Amalia Astroschool;BAARN;Utrecht;PO2602;41242;282;135;147;282;0;0;0;281;134;147;281;0;0;0;1;1;0;1;0;0;0
06HC;0;Basisschool Bleijerheide;KERKRADE;Limburg;PO3106;41516;257;137;120;215;31;11;26;257;137;120;215;31;11;26;0;0;0;0;0;0;0
06HD;0;CNS De Groenling;KAMPEN;Overijssel;PO2305;41125;291;153;138;280;5;6;6;291;153;138;280;5;6;6;0;0;0;0;0;0;0
06HE;0;RK Mariaschool;OUDE IJSSELSTREEK;Gelderland;PO2503;50129;268;120;148;243;15;10;16;268;120;148;243;15;10;16;0;0;0;0;0;0;0
06HG;0;Basisschool Beisterveld;BERGEIJK;Noord-Brabant;PO3009;31384;211;89;122;195;11;5;9;211;89;122;195;11;5;9;0;0;0;0;0;0;0
06HI;0;Het Spectrum;HOORN;Noord-Holland;PO2702;31657;428;214;214;422;6;0;45;428;214;214;422;6;0;45;0;0;0;0;0;0;0
06HJ;0;GBS De Schakel;DONGERADEEL;Friesland;PO2101;42607;74;29;45;74;0;0;0;74;29;45;74;0;0;0;0;0;0;0;0;0;0
06HK;0;Basisschool Achthoeven;TILBURG;Noord-Brabant;PO3004;40971;346;149;197;346;0;0;0;346;149;197;346;0;0;0;0;0;0;0;0;0;0
06HL;0;Basissch De Wentelwiek;NUENEN CA;Noord-Brabant;PO3008;40557;198;84;114;182;4;12;16;198;84;114;182;4;12;16;0;0;0;0;0;0;0
06HM;0;Het Timpaan;DOETINCHEM;Gelderland;PO2503;31969;453;207;246;446;7;0;9;453;207;246;446;7;0;9;0;0;0;0;0;0;0
06HN;0;RK BS De Poorte;WOENSDRECHT;Noord-Brabant;PO3001;40517;196;106;90;187;8;1;7;196;106;90;187;8;1;7;0;0;0;0;0;0;0
06HO;0;Basissch De Akkerwinde;BAARLE-NASSAU;Noord-Brabant;PO3003;32060;289;133;156;286;1;2;12;289;133;156;286;1;2;12;0;0;0;0;0;0;0
06HP;0;Basisschool Het Octaaf;ASSEN;Drenthe;PO2201;32073;147;64;83;141;6;0;23;147;64;83;141;6;0;23;0;0;0;0;0;0;0
06HT;0;Basissch Joris De Witte;OEGSTGEEST;Zuid-Holland;PO2801;32515;251;129;122;251;0;0;8;251;129;122;251;0;0;8;0;0;0;0;0;0;0
06HU;0;RK Basissch St Nicolaas;VEGHEL;Noord-Brabant;PO3006;73712;82;36;46;80;2;0;1;82;36;46;80;2;0;1;0;0;0;0;0;0;0
